,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
2023-03-02 18:00:00,35693.19650171082,22726.528784845585,358950.52754726383,92911.25659876791,-0.09129033210515657,0.08642060864758852,0.13932454264810407,0.18201970018675254,0.23759175872061986,0.10690766440496537,3.782884540895911,1.3262202572160713,0.5458454339975436,0.3874630283500109,-0.4356959902489268,-0.7410904413713923,0.3011014787477129,0.213454606708455,1.8166061134631821,0.09380138773473946,0.05863999656952504,-2.014312637975676,0.20214603384265367,-1.2751140270199803
2023-03-02 21:00:00,38945.09247218612,25031.8385372969,378569.8735726662,93924.3115863031,-0.22371730663705167,0.07634762685054182,0.4080613996497761,0.13317883100385913,0.5185071067140197,0.19386985398708034,4.600866118319203,1.0697323775932848,-0.14533040043824136,-0.10258800496545001,-0.4648445232769547,-0.2063168526207893,0.44749347950074275,0.07407849889440866,2.2113767641611966,0.027968321910643513,-0.21838330699978675,-2.573833447170731,-0.06296015093935436,-0.7668814870367242
2023-03-03 00:00:00,45359.05565892687,24326.62436096481,406716.2656531457,93515.37235203781,-0.14576107527887214,0.11750569351969284,0.27308264861247394,0.34249543248075737,0.39810552644189495,0.17539725137547527,4.341843587296651,0.6179572234587336,-0.4403052814262679,-0.2343791079723863,-0.3430255866011996,-0.094704684157673,0.13533147934421794,-0.15245999164881766,1.1876503316888611,-0.04855590430556967,-0.29102942885685634,-3.281514828941392,-0.1028675040632284,-0.7359259116325867
2023-03-03 03:00:00,41868.25242602123,21738.702717682438,404223.1207371456,92875.5040533028,-0.2494790325899821,0.16453607465168274,0.23548339056436246,0.5824010442005841,0.2636400662899213,0.11478961923832205,3.02139264289735,0.5945801598697958,-0.31301294838860194,-0.11018028354325554,-0.18683072198746475,0.11341612231156528,-0.2658815788896084,-0.20959176398816723,-0.3034452168318455,0.09789149498992696,-0.6144646031178291,-3.310842217703576,0.09348358632241209,-0.8436063185160906
2023-03-03 06:00:00,39616.013554911326,19799.4422588204,400161.8489695778,95629.82864382023,-0.3234046761041534,0.10368351354394245,-0.3103769605292148,0.6942156978098651,0.19706030565447108,0.0826522244430268,1.842707281355977,0.5760564445780172,-0.23025470793266395,0.1159734594881624,-0.13201461764177538,0.2703540319916643,0.051750926734466705,-0.08062712554789768,-0.7203414450680753,0.30330800553805937,-0.36503054148021535,-1.929267089790684,0.42725283427499816,-1.2773410973790378
2023-03-03 09:00:00,42986.07244348571,19997.156805847848,388663.74552367517,99426.95697292488,-0.0698337517484512,0.054524363443065334,-0.4389536708928739,1.3909813539987677,0.11005064692837147,0.07824779789750565,1.6022512485694689,0.8408370277325383,-0.35686736534194646,0.42929125263188833,0.16853280195621323,1.12506108438707,0.1466493948142387,0.08907617657006321,0.7181539286011819,-0.23404395052243435,0.021289359580481365,-0.37530989732696196,1.34728536922826,-2.904816003146614
2023-03-03 12:00:00,42783.64048289888,21723.487672733765,415673.97382736334,90574.47931253565,0.19665806404895492,0.11412361752488502,-0.116796612362442,1.2592220662602498,0.06426427157398491,0.11890766918303564,1.3058464261821543,0.8912024952730528,-0.12824893387245917,0.6538931003654275,0.3471433244523006,1.031025700526854,-0.02436120298179621,0.13571322365959648,0.42494421005189736,-0.28543005263734744,0.22215620701805883,-0.9607636678167699,1.1619040032119257,-2.552651226533092
2023-03-03 15:00:00,42459.87045907891,22928.562436895132,397842.54046079615,93261.66783595817,-0.3167827887532794,0.13948792610199848,0.07430021703203141,0.7688683165428901,0.056518629276139584,0.08643545889054977,2.198523399414458,1.0621102215685154,0.26989339773918875,1.0679787162876933,-0.22382073289509413,0.4111697653721218,0.05455649779178741,0.08807638787142288,-1.1071167104452777,0.18143437365147327,-0.17925699413563312,-3.063157538138488,0.6310213194217646,-1.575243947427901
2023-03-03 18:00:00,43962.06083520149,23625.9376507565,391760.25288174534,94493.46178340747,-0.0681279775654353,0.11647048881996408,-0.09701761873014203,0.5555697731730699,0.07573302672582907,0.06106802734199357,2.771529566279449,1.0789961619017308,0.5644462424383702,1.4322739952188064,-0.03255665685534362,0.2711427785979851,0.2677091877248387,0.1796796777862031,-0.3120820538292551,0.13292908430598835,0.2403186722535384,-2.9184660238131266,0.5577109347973154,-1.5986544694989542
2023-03-03 21:00:00,48242.38891393543,26809.64347707712,391101.56809808424,96132.93605696752,0.06312417142829513,0.062006205571011226,-0.053072381861756945,0.13915159416353648,0.30341318645445303,0.10712081980603455,3.25592300785811,1.061399159373431,0.6648937361581444,1.6140984852447617,0.01397225778293168,-0.4145484725406019,0.9101249869348609,0.04965600351154417,-0.06492835788261868,-0.5507585512640516,0.7318421774797143,-3.3309031553072668,0.019680572298034882,-1.8043816866627762
2023-03-04 00:00:00,63620.760552994485,24698.507326605853,390357.8003514808,82597.07707610396,0.06289375477945207,0.05758982586735178,0.2017561743637804,0.09557128171457474,0.4326104663027858,-0.04480054539415634,2.6859644910225313,0.3211314259572683,0.5062618799360099,1.4543900614743128,-0.2837431979730531,-0.13640439827338366,0.3831192317752508,-0.30329893529239516,-0.19695143704813542,-0.7508905477511312,0.0709923461192688,-3.147565857213899,-0.22051693405101586,-0.9658370810591937
